user_74,88
user_16,138
user_19,137
user_37,88
user_35,156
user_50,147
user_61,252
user_62,219
user_129,161
user_51,231
user_47,232
user_68,220
user_1,217
user_43,260
user_46,203
user_45,259
user_26,239
user_30,292
user_170,250
user_22,306
user_5,303
user_0,320
user_11,376
user_8,379
user_13,378
user_9,383
user_15,325
user_17,383
user_87,392
user_189,396
user_23,402
user_25,338
user_85,340
user_177,345
user_88,343
user_172,350
user_83,356
user_180,280
user_18,411
user_4,370
user_10,373
user_166,366
user_20,424
user_71,382
user_90,367
user_0,81
user_87,101
user_8,139
user_13,144
user_9,142
user_15,152
user_17,146
user_4,124
user_85,145
user_177,145
user_189,154
user_10,134
user_20,149
user_11,214
user_71,161
user_0,173
user_176,607
user_87,273
user_189,228
user_20,274
user_8,350
user_13,364
user_153,773
user_82,912
user_90,595
user_147,985
user_133,1008
user_59,1041
user_203,1041
user_204,1040
user_167,1025
user_226,1035
user_107,1041
user_94,1083
user_213,1039
user_201,1078
user_43,1038
user_137,1036
user_227,1037
user_230,1114
user_91,1255
user_163,1193
user_186,1184
user_218,1099
user_142,1206
user_214,1096
user_216,1099
user_199,1081
user_156,1199
user_12,1192
user_109,1235
user_222,1015
user_129,1039
user_124,1045
user_97,1051
user_196,1094
user_98,1100
user_112,1304
user_209,1049
user_31,1318
user_19,1241
user_132,1045
user_187,1128
user_106,1105
user_210,1108
user_101,1247
user_111,1241
user_219,1236
user_45,1073
user_78,1067
user_242,1025
user_47,1050
user_234,1055
user_68,1060
user_55,1108
user_151,1049
user_202,1022
user_246,1048
user_46,1066
user_200,1115
user_61,1050
user_247,1048
user_244,1042
user_229,1056
user_217,1086
user_170,1037
user_39,1246
user_215,1066
user_113,1233
user_238,1099
user_102,1244
user_240,1048
user_235,1010
user_239,1047
user_30,1034
user_16,1243
user_220,1032
user_249,1030
user_99,1113
user_93,1256
user_115,1030
user_208,1084
user_224,1125
user_245,1045
user_193,1136
user_233,1047
user_175,1195
user_69,1282
user_139,1217
user_194,1020
user_241,1007
user_130,1219
user_225,1110
user_197,1041
user_150,1055
user_165,1263
user_14,1276
user_236,1045
user_119,1072
user_231,1209
user_248,1037
user_185,1291
user_206,1180
user_131,1316
user_171,1276
user_152,1286
user_179,1082
user_62,1050
user_22,1044
user_122,1302
user_228,1063
user_128,1453
user_141,1522
user_89,1325
user_166,1046
user_53,1562
user_40,1442
user_2,1594
user_75,1549
user_96,1383
user_44,1447
user_79,1553
user_73,1553
user_145,1549
user_29,1462
user_143,1549
user_23,1052
user_3,1559
user_67,1557
user_18,1048
user_104,1368
user_70,1538
user_25,1048
user_105,1364
user_83,1049
user_149,1459
user_180,1045
user_192,1320
user_74,1383
user_172,1044
user_88,1050
user_140,1337
user_157,1332
user_183,1324
user_81,1238
user_205,1363
user_211,1363
user_127,1342
user_108,1361
user_48,1361
user_114,1361
user_146,1238
user_126,1344
user_178,1249
user_144,1327
user_117,1356
user_110,1354
user_121,1352
user_64,1412
user_123,1351
user_125,1344
user_36,1430
user_138,1236
user_148,1326
user_41,1359
user_72,1329
user_136,1337
user_80,1326
user_160,1314
user_7,1563
user_161,1319
user_77,1396
user_169,1317
user_168,1316
user_181,1308
user_164,1311
user_6,1444
user_154,1321
user_190,1309
user_24,1464
user_1,1219
user_66,1331
user_184,1056
user_237,1036
user_182,1489
user_173,1305
user_5,1017
user_86,1056
user_103,1098
user_207,1035
user_26,1033
user_195,1090
user_188,1293
user_191,1231
user_174,1280
user_50,1307
user_135,1086
user_162,1051
user_63,1314
user_198,1091
user_100,1081
user_232,1056
user_243,1164
user_134,1313
user_159,1285
user_92,1361
user_158,1289
user_223,1107
user_28,1352
user_212,1067
user_76,1312
user_84,1288
user_51,1060
user_35,1506
user_42,1619
user_155,1573
user_58,1606
user_57,1605
user_4,1210
user_85,1210
user_71,1269
user_9,1343
user_0,1272
user_177,1379
user_10,1379
user_11,1369
user_189,1166
user_60,2371
user_65,2373
user_37,2310
user_118,2340
user_52,2409
user_54,2414
user_49,2417
user_120,2419
user_15,1906
user_116,2427
user_38,2450
user_33,2454
user_32,2400
user_17,1926
user_95,2401
user_21,2410
user_34,2527
user_27,2477
user_56,2460
user_221,2218
user_125,879
user_19,1152
user_115,982
user_52,91
user_87,1744
user_176,1821
user_54,160
user_8,1702
user_82,1673
user_150,1171
user_133,1615
user_223,1096
user_229,1102
user_199,1054
user_102,1123
user_182,1118
user_46,1087
user_234,1097
user_137,1053
user_246,1099
user_218,1352
user_132,1082
user_47,1107
user_2,1085
user_26,1006
user_215,1123
user_68,1138
user_237,1138
user_53,1192
user_123,1168
user_204,1080
user_98,1256
user_162,1050
user_84,1050
user_244,1178
user_76,1051
user_50,1052
user_170,1146
user_186,1499
user_59,1767
user_83,1017
user_96,1006
user_239,1354
user_16,1359
user_220,1361
user_147,1862
user_153,1992
user_93,1389
user_20,2044
user_228,1393
user_90,1892
user_245,1404
user_224,1403
user_249,1401
user_233,1406
user_152,1485
user_139,1485
user_39,1352
user_242,1321
user_200,1330
user_28,1340
user_113,1358
user_235,1450
user_109,1294
user_216,1668
user_163,1676
user_214,1671
user_78,1648
user_202,1626
user_206,1536
user_194,1499
user_119,1539
user_189,1011
user_248,1543
user_208,1502
user_225,1543
user_69,1543
user_179,1546
user_14,1545
user_241,1544
user_236,1544
user_101,1599
user_131,1545
user_231,1544
user_171,1546
user_193,1597
user_122,1548
user_165,1546
user_185,1545
user_197,1548
user_175,1546
user_128,1104
user_177,1117
user_141,1137
user_89,1182
user_40,1189
user_166,1189
user_75,1198
user_44,1207
user_73,1210
user_145,1216
user_29,1217
user_18,1239
user_67,1240
user_104,1253
user_81,1273
user_149,1265
user_180,1271
user_25,1263
user_140,1285
user_88,1284
user_157,1291
user_183,1292
user_148,1317
user_172,1288
user_205,1301
user_211,1306
user_127,1307
user_48,1311
user_108,1311
user_146,1314
user_178,1315
user_24,1341
user_64,1323
user_117,1320
user_121,1323
user_36,1327
user_41,1330
user_136,1332
user_7,1334
user_63,1371
user_126,1330
user_42,1375
user_6,1355
user_114,1327
user_181,1351
user_154,1355
user_168,1361
user_77,1361
user_173,1372
user_138,1347
user_5,1371
user_86,1376
user_22,1378
user_103,1380
user_190,1376
user_62,1379
user_247,1521
user_243,1392
user_158,1393
user_188,1395
user_51,1395
user_30,1380
user_207,1389
user_155,1399
user_92,1393
user_100,1399
user_174,1393
user_134,1394
user_135,1392
user_57,1401
user_191,1391
user_198,1397
user_184,1388
user_97,1498
user_35,1393
user_156,1497
user_58,1416
user_232,1413
user_107,1508
user_230,1520
user_161,1591
user_12,1530
user_91,1523
user_111,1534
user_217,1589
user_72,1604
user_31,1541
user_129,1537
user_240,1587
user_159,1393
user_167,1506
user_80,1603
user_142,1525
user_55,1563
user_151,1563
user_61,1564
user_210,1548
user_187,1547
user_226,1511
user_222,1507
user_227,1517
user_85,1044
user_4,1041
user_143,1446
user_212,1459
user_213,1508
user_201,1507
user_112,1544
user_238,1817
user_169,1441
user_106,1546
user_124,1539
user_203,1517
user_43,1502
user_164,1443
user_99,1680
user_196,1530
user_195,1470
user_94,1509
user_144,1431
user_160,1447
user_219,1552
user_70,1420
user_74,1424
user_79,1425
user_23,1438
user_110,1450
user_9,1208
user_130,1863
user_11,1342
user_192,1424
user_3,1438
user_71,1203
user_0,1257
user_10,1279
user_37,1004
user_60,1004
user_65,1004
user_105,1418
user_118,1006
user_120,1008
user_33,1006
user_17,1004
user_15,1006
user_34,1005
user_56,1006
user_125,1003
user_32,1084
user_19,1056
user_116,1105
user_49,1111
user_95,1081
user_52,1109
user_115,1192
user_38,1336
user_176,1316
user_82,1282
user_50,1106
user_87,1297
user_218,1074
user_150,1309
user_237,1120
user_239,1131
user_233,1016
user_132,1153
user_8,1382
user_204,1228
user_98,1239
user_96,1008
user_133,1304
user_140,1202
user_84,1486
user_180,1232
user_48,1229
user_220,1370
user_162,1631
user_68,1613
user_88,1368
user_54,1827
user_199,1594
user_36,1377
user_215,1641
user_41,1391
user_76,1653
user_26,1641
user_127,1358
user_244,1664
user_53,1649
user_93,1576
user_123,1645
user_59,1371
user_170,1653
user_246,1581
user_234,1602
user_137,1597
user_46,1650
user_16,1670
user_147,1495
user_152,1592
user_47,1710
user_186,1677
user_14,1602
user_166,1575
user_117,1480
user_153,1608
user_81,1558
user_225,1257
user_121,1558
user_126,1543
user_157,1489
user_91,1480
user_102,1810
user_228,1703
user_229,1779
user_178,1589
user_90,1718
user_145,1677
user_44,1712
user_223,1818
user_182,1878
user_193,1340
user_139,1795
user_163,1756
user_29,1479
user_231,1352
user_249,1736
user_6,1656
user_148,1569
user_243,1655
user_103,1654
user_20,1745
user_224,1737
user_203,1278
user_219,1281
user_236,1858
user_190,1734
user_146,1664
user_183,1639
user_172,1645
user_23,1456
user_195,1439
user_242,1687
user_165,1744
user_78,1760
user_79,1457
user_169,1431
user_74,1451
user_189,1777
user_11,1646
user_196,1428
user_141,1803
user_192,1493
user_39,1577
user_7,1880
user_60,1620
user_232,1839
user_65,1539
user_185,1781
user_130,1474
user_179,1628
user_108,1832
user_194,1773
user_177,1823
user_206,1799
user_171,1809
user_107,1650
user_105,1905
user_131,1911
user_10,1916
user_241,1910
user_128,1842
user_202,1810
user_0,1852
user_248,1805
user_18,1978
user_118,1775
user_101,1828
user_37,1749
user_113,1790
user_89,1652
user_230,1777
user_28,1528
user_181,1842
user_208,1925
user_238,1376
user_160,1361
user_70,1367
user_106,1362
user_245,2346
user_109,1904
user_214,1917
user_175,1949
user_119,1936
user_136,1788
user_63,1800
user_24,1757
user_211,1731
user_2,2025
user_198,1201
user_25,1710
user_104,1698
user_187,1271
user_216,1465
user_57,1686
user_207,1682
user_30,1681
user_100,1712
user_134,1714
user_61,1782
user_210,1783
user_22,1707
user_151,1788
user_161,1772
user_212,1821
user_156,1739
user_31,1785
user_135,1732
user_144,1856
user_4,1839
user_222,1813
user_77,1677
user_72,1855
user_154,1738
user_112,1912
user_62,1801
user_85,1900
user_58,1833
user_158,1828
user_159,1877
user_173,1812
user_71,2056
user_115,1680
user_217,1911
user_95,1552
user_97,1873
user_205,2392
user_155,1868
user_125,2095
user_184,1873
user_143,1958
user_21,2818
user_49,1597
user_167,1967
user_52,1684
user_174,1913
user_197,2213
user_69,2205
user_43,2552
user_168,2021
user_122,2394
user_42,2658
user_201,2181
user_73,2489
user_226,2203
user_55,2156
user_75,2504
user_200,2384
user_40,2511
user_149,2617
user_32,1804
user_116,1826
user_176,1929
user_94,2247
user_83,2736
user_9,2499
user_227,2232
user_67,2578
user_164,2215
user_188,2163
user_64,2713
user_247,2134
user_51,2672
user_86,2131
user_38,2131
user_191,2214
user_110,2347
user_19,1904
user_240,2276
user_129,2282
user_35,2236
user_12,2273
user_235,2488
user_114,2159
user_142,2289
user_111,2274
user_5,2228
user_3,2435
user_92,2264
user_138,2245
user_124,2435
user_27,3641
user_213,2503
user_218,2004
user_33,2055
user_162,1643
user_99,2521
user_237,2120
user_14,1594
user_50,2107
user_53,1600
user_88,1616
user_98,2160
user_133,1638
user_204,1634
user_47,1628
user_132,2156
user_48,1906
user_215,1608
user_93,1630
user_34,2215
user_15,2258
user_180,1998
user_152,1758
user_103,1494
user_186,1725
user_150,2218
user_246,1714
user_239,2274
user_8,2277
user_153,1675
user_87,2218
user_120,2302
user_225,1715
user_127,1748
user_147,1867
user_96,1830
user_199,1701
user_16,1886
user_68,1789
user_41,1817
user_233,2276
user_46,1820
user_54,1735
user_137,1845
user_171,1138
user_140,2167
user_231,1701
user_230,1188
user_18,1204
user_178,1756
user_28,1202
user_241,1220
user_11,1322
user_36,1934
user_26,1944
user_223,1767
user_59,1952
user_102,1845
user_141,1357
user_108,1361
user_91,1912
user_183,1706
user_101,1286
user_44,1821
user_106,1259
user_82,2587
user_234,2169
user_56,2652
user_17,2131
user_249,1912
user_193,1916
user_121,2044
user_76,2119
user_170,2119
user_139,1927
user_244,2113
user_157,2039
user_148,1935
user_74,1532
user_238,1380
user_243,1689
user_78,1508
user_25,1290
user_232,1555
user_104,1340
user_29,1962
user_182,1707
user_20,1709
user_190,1615
user_169,1603
user_202,1536
user_219,1968
user_81,1761
user_60,1651
user_145,2083
user_117,1768
user_195,1720
user_166,1801
user_6,2097
user_90,1840
user_189,1691
user_192,1704
user_220,2265
user_242,1757
user_105,1317
user_126,1856
user_130,1716
user_146,1771
user_203,2035
user_179,1719
user_229,1854
user_172,1828
user_236,1803
user_4,1575
user_228,1958
user_57,1601
user_7,1823
user_201,1205
user_221,4623
user_154,1200
user_97,1246
user_224,2203
user_151,1655
user_65,1836
user_113,1721
user_163,1978
user_123,2442
user_85,1213
user_216,1678
user_135,1189
user_155,1286
user_196,1915
user_207,1704
user_2,1661
user_37,1531
user_198,1668
user_62,1257
user_149,1269
user_61,1196
user_69,1393
user_115,1581
user_23,1953
user_208,1566
user_206,1764
user_217,1580
user_39,1774
user_77,1718
user_112,1288
user_211,1828
user_107,1723
user_214,1797
user_31,1934
user_160,1787
user_167,1614
user_10,1770
user_175,1816
user_12,1438
user_158,1835
user_168,1535
user_131,1916
user_63,1704
user_73,1180
user_177,1837
user_200,1346
user_174,1457
user_185,1811
user_245,1624
user_109,1624
user_125,1622
user_71,1363
user_100,2008
user_22,1456
user_118,1883
user_159,1939
user_194,2089
user_143,1898
user_119,1940
user_72,1608
user_248,1888
user_3,1558
user_134,1534
user_89,1929
user_165,2267
user_136,1889
user_52,1650
user_79,2031
user_42,1673
user_0,1775
user_122,1382
user_5,1433
user_64,1507
user_205,1692
user_247,1517
user_95,1691
user_144,1610
user_210,2128
user_92,1584
user_116,1584
user_209,6328
user_45,6321
user_187,2222
user_156,1729
user_14,1403
user_212,1721
user_58,1787
user_173,1805
user_161,1731
user_188,1806
user_176,1680
user_222,1809
user_111,1741
user_235,1810
user_35,1788
user_43,1653
user_32,1706
user_51,1783
user_184,1958
user_30,2394
user_181,2218
user_24,2330
user_127,1425
user_40,1801
user_38,1825
user_114,1843
user_142,1927
user_70,2342
user_86,1947
user_94,1930
user_227,1932
user_128,2352
user_110,1955
user_244,1208
user_226,1912
user_15,1451
user_103,1480
user_153,1541
user_104,1183
user_237,1790
user_83,1912
user_138,1989
user_19,2021
user_240,2021
user_16,1597
user_75,1926
user_164,2020
user_47,1413
user_230,1506
user_28,1205
user_152,1528
user_191,2014
user_9,1989
user_147,1604
user_108,1499
user_33,1894
user_53,1547
user_129,2150
user_141,1642
user_231,1353
user_68,1769
user_204,1606
user_171,1344
user_50,1598
user_197,2055
user_178,1677
user_190,1218
user_148,1204
user_27,2040
user_180,1544
user_193,1496
user_218,2035
user_186,1561
user_49,1839
user_101,1285
user_232,1310
user_124,1769
user_67,2124
user_150,1537
user_26,1484
user_87,1592
user_36,1407
user_96,1780
user_239,1797
user_48,1602
user_91,1477
user_183,1417
user_241,1693
user_59,1439
user_44,1446
user_130,1342
user_169,1332
user_11,1424
user_98,1695
user_189,1395
user_238,1298
user_21,2605
user_145,1380
user_25,1248
user_249,1272
user_246,1761
user_105,1394
user_93,1708
user_106,1552
user_163,1242
user_182,1334
user_18,1498
user_219,1438
user_213,2158
user_60,1512
user_202,1500
user_225,1978
user_29,1440
user_120,1711
user_102,1340
user_74,1413
user_162,1988
user_132,1565
user_126,1342
user_172,1352
user_233,1631
user_139,1496
user_199,1641
user_223,1606
user_20,1380
user_133,1545
user_121,1492
user_41,1716
user_99,1978
user_34,1570
user_220,1342
user_137,1645
user_82,1837
user_215,1934
user_78,1539
user_229,1387
user_39,1379
user_57,1529
user_7,1450
user_157,1538
user_117,1670
user_151,1474
user_90,1379
user_46,1685
user_123,1469
user_76,1527
user_243,1557
user_228,1494
user_146,1436
user_234,1904
user_170,1576
user_4,1493
user_203,1464
user_56,1929
user_140,1760
user_192,1717
user_81,1721
user_17,1927
user_88,2027
user_85,1547
user_8,2192
user_54,1765
user_221,1562
user_242,1485
user_201,1377
user_217,1483
user_65,1438
user_23,1476
user_118,1224
user_37,1471
user_224,1446
user_69,1473
user_97,1457
user_195,1533
user_179,1550
user_154,1452
user_63,1335
user_61,1505
user_236,1579
user_208,1495
user_135,1502
user_166,1829
user_125,1146
user_62,1511
user_159,1263
user_207,1505
user_155,1491
user_198,1495
user_196,1493
user_77,1532
user_112,1552
user_113,1499
user_216,1516
user_149,1504
user_115,1525
user_122,1129
user_160,1383
user_92,1245
user_71,1213
user_0,1194
user_200,1423
user_175,1420
user_89,1306
user_187,1179
user_31,1419
user_2,1615
user_194,1358
user_73,1463
user_211,1432
user_64,1325
user_6,1666
user_206,1636
user_12,1457
user_45,1223
user_158,1502
user_214,1483
user_3,1273
user_222,1093
user_167,1496
user_72,1240
user_136,1317
user_209,1209
user_143,1273
user_168,1563
user_43,1150
user_32,1141
user_176,1226
user_30,1140
user_42,1338
user_205,1343
user_134,1328
user_235,1145
user_10,1560
user_116,1167
user_35,1173
user_5,1420
user_51,1238
user_79,1515
user_111,1240
user_95,1430
user_185,1445
user_184,1174
user_24,1196
user_109,1450
user_174,1437
user_247,1515
user_107,1634
user_156,1386
user_248,1410
user_245,1478
user_210,1447
user_212,1389
user_22,1470
user_177,1468
user_161,1249
user_100,1648
user_144,1480
user_131,1671
user_188,1523
user_14,1730
user_165,1529
user_119,1432
user_52,1433
user_58,1562
user_173,1571
user_181,1566
user_142,1525
user_75,1443
user_191,1437
user_171,1273
user_108,1457
user_226,1519
user_141,1330
user_15,1629
user_164,1597
user_127,1723
user_237,1585
user_178,1407
user_38,1794
user_40,1722
user_114,1723
user_19,1594
user_66,7956
user_86,1692
user_16,1653
user_153,1646
user_13,8892
user_169,1443
user_103,1663
user_240,1690
user_227,1681
user_1,8005
user_110,1752
user_138,1664
user_104,1692
user_80,6156
user_33,1668
user_84,5481
user_70,1854
user_98,1494
user_94,1784
user_218,1357
user_87,1515
user_83,1753
user_128,1800
user_21,1500
user_68,1338
user_145,1462
user_105,1504
user_197,1619
user_223,1312
user_147,1596
user_238,1561
user_27,1643
user_11,1609
user_249,1596
user_97,1213
user_152,1625
user_130,1601
user_180,1692
user_85,1310
user_193,1689
user_82,1424
user_37,1245
user_121,1426
user_157,1393
user_9,1627
user_47,1629
user_96,1526
user_229,1452
user_213,1287
user_172,1462
user_41,1466
user_29,1391
user_60,1352
user_120,1438
user_50,1781
user_225,1390
user_199,1503
user_219,1342
user_7,1493
user_74,1521
user_20,1549
user_102,1539
user_230,1775
user_220,1588
user_28,1800
user_137,1584
user_202,1463
user_34,1580
user_162,1575
user_132,1575
user_139,1584
user_129,1668
user_206,1349
user_190,1722
user_67,1796
user_124,1797
user_239,1816
user_91,1827
user_148,1815
user_237,597
user_8,1459
user_57,1274
user_26,1912
user_48,1883
user_74,250
user_174,1240
user_241,1920
user_23,1556
user_234,1413
user_59,1924
user_183,1937
user_150,1934
user_246,1597
user_179,1567
user_53,2215
user_12,1476
user_211,1142
user_65,1622
user_61,1645
user_205,1296
user_49,2007
user_113,1139
user_233,1883
user_112,1167
user_69,1685
user_143,1461
user_25,1662
user_90,1400
user_170,1781
user_32,1472
user_167,1219
user_203,1531
user_244,2262
user_134,1342
user_140,1552
user_176,1538
user_117,1479
user_126,1876
user_163,1689
user_24,1386
user_186,2081
user_64,1201
user_204,1929
user_160,1620
user_88,1563
user_198,1136
user_2,1268
user_39,1395
user_188,1060
user_115,1261
user_89,1290
user_92,1276
user_184,1367
user_215,1507
user_201,1506
user_155,1237
user_71,1215
user_207,1171
user_18,1758
user_101,2101
user_149,1198
user_63,1656
user_182,1720
user_242,1613
user_72,1358
user_42,1545
user_45,1248
user_30,1573
user_116,1365
user_36,1981
user_194,1236
user_58,1132
user_154,1690
user_133,1834
user_231,1928
user_22,1179
user_93,1722
user_248,1460
user_43,1473
user_224,1763
user_125,1314
user_56,1697
user_44,2008
user_77,1334
user_235,1270
user_4,1700
user_17,1726
user_187,1279
user_159,1299
user_226,1142
user_200,1209
user_95,1184
user_73,1410
user_3,1431
user_247,1187
user_168,1454
user_0,1364
user_158,1413
user_81,1727
user_210,1223
user_192,1722
user_216,1354
user_62,1344
user_236,1327
user_175,1379
user_232,2177
user_146,1695
user_161,1233
user_185,1297
user_221,1887
user_166,1434
user_123,1706
user_209,1560
user_135,1433
user_196,1240
user_14,1206
user_52,1251
user_173,1252
user_6,1414
user_35,1474
user_118,1916
user_144,1200
user_189,2193
user_131,1240
user_181,1218
user_142,1118
user_212,1526
user_51,1181
user_78,1497
user_222,1695
user_214,1698
user_79,1556
user_5,1573
user_141,1176
user_156,1202
user_245,1312
user_107,1304
user_109,1669
user_151,1702
user_119,1197
user_46,1583
user_228,1644
user_100,1226
user_76,1489
user_75,1134
user_165,1177
user_208,1325
user_108,1163
user_38,1013
user_10,1573
user_217,1938
